vivienda_id,tecnico_id,fecha,tipo,avance_verificado,estado_relevado,observacion,diferencia_ong
SIM-2026-0483,2,27-08-2026,primera,69,Avanzada,Obra en progreso normal.,1
SIM-2026-0483,2,27-08-2026,segunda,69,Avanzada,Obra en progreso normal.,1
SIM-2026-0484,1,27-08-2026,primera,8,Iniciada,Equipo de trabajo reducido.,10
SIM-2026-0484,1,27-08-2026,segunda,21,Iniciada,Obra paralizada por falta de materiales.,-3
SIM-2025-0485,3,27-08-2026,primera,37,Avanzada,,7
SIM-2026-0488,1,27-08-2026,primera,64,Avanzada,Obra en progreso normal.,13
SIM-2026-0490,1,27-08-2026,primera,36,Avanzada,,15
SIM-2025-0493,5,27-08-2026,primera,62,Avanzada,,9
SIM-2026-0496,1,27-08-2026,primera,8,Iniciada,,12
SIM-2026-0496,1,27-08-2026,segunda,17,Iniciada,,3
SIM-2025-0499,5,27-08-2026,primera,51,Avanzada,Se verificó avance conforme al cronograma.,-8
SIM-2025-0500,1,27-08-2026,primera,0,Iniciada,,7
SIM-2026-0501,3,27-08-2026,primera,58,Avanzada,Se verificó avance conforme al cronograma.,10
SIM-2026-0501,3,27-08-2026,segunda,69,Avanzada,,-1
SIM-2026-0502,1,27-08-2026,primera,69,Avanzada,,-1
SIM-2026-0502,1,27-08-2026,segunda,69,Avanzada,,-1
SIM-2024-0503,4,27-08-2026,primera,59,Avanzada,"Materiales en obra, trabajo activo.",8
SIM-2024-0503,4,27-08-2026,segunda,62,Avanzada,Obra en progreso normal.,5
SIM-2026-0504,1,27-08-2026,primera,44,Avanzada,,7
SIM-2025-0505,6,27-08-2026,primera,30,Iniciada,Se verificó avance conforme al cronograma.,-7
SIM-2025-0505,6,27-08-2026,segunda,30,Iniciada,,10
SIM-2025-0506,1,27-08-2026,primera,48,Avanzada,Obra en progreso normal.,3
SIM-2025-0506,1,27-08-2026,segunda,48,Avanzada,,10
SIM-2025-0509,2,27-08-2026,primera,23,Iniciada,Equipo de trabajo reducido.,-2
SIM-2025-0509,2,27-08-2026,segunda,23,Iniciada,Terreno con problemas de acceso.,0
SIM-2026-0512,2,27-08-2026,primera,27,Iniciada,Obra paralizada por falta de materiales.,-6
SIM-2026-0513,4,27-08-2026,primera,68,Avanzada,Obra en progreso normal.,9
SIM-2026-0517,1,27-08-2026,primera,22,Iniciada,,-4
SIM-2026-0517,1,27-08-2026,segunda,22,Iniciada,Terreno con problemas de acceso.,0
SIM-2025-0519,4,27-08-2026,primera,52,Avanzada,,13
SIM-2026-0521,1,27-08-2026,primera,100,Finalizada,,-3
SIM-2026-0521,1,27-08-2026,segunda,100,Finalizada,,-4
SIM-2025-0523,1,27-08-2026,primera,67,Avanzada,,-7
SIM-2025-0524,1,27-08-2026,primera,82,Avanzada,,-3
SIM-2023-0526,1,27-08-2026,primera,31,Iniciada,,1
SIM-2023-0526,1,27-08-2026,segunda,31,Iniciada,Se verificó avance conforme al cronograma.,4
SIM-2026-0527,1,27-08-2026,primera,13,Iniciada,Obra paralizada por falta de materiales.,0
SIM-2026-0527,1,27-08-2026,segunda,13,Iniciada,,2
SIM-2023-0528,1,27-08-2026,primera,49,Avanzada,,2
SIM-2026-0529,1,27-08-2026,primera,58,Avanzada,,3
SIM-2026-0529,1,27-08-2026,segunda,58,Avanzada,Obra en progreso normal.,7
SIM-2026-0531,6,27-08-2026,primera,7,Iniciada,,1
SIM-2026-0531,6,27-08-2026,segunda,7,Iniciada,Equipo de trabajo reducido.,9
SIM-2026-0533,4,27-08-2026,primera,24,Iniciada,,-7
SIM-2026-0533,4,27-08-2026,segunda,24,Iniciada,,-2
SIM-2025-0534,6,27-08-2026,primera,8,Iniciada,Terreno con problemas de acceso.,15
SIM-2025-0535,1,27-08-2026,primera,0,Iniciada,Sin actividad registrada en visita.,14
SIM-2025-0535,1,27-08-2026,segunda,0,Iniciada,,4
SIM-2025-0536,1,27-08-2026,primera,70,Avanzada,,7
SIM-2025-0536,1,27-08-2026,segunda,70,Avanzada,Obra próxima a finalizar.,7
SIM-2026-0537,5,27-08-2026,primera,28,Iniciada,Sin actividad registrada en visita.,0
SIM-2026-0540,1,27-08-2026,primera,28,Iniciada,Terreno con problemas de acceso.,6
SIM-2026-0545,1,27-08-2026,primera,61,Avanzada,Obra en progreso normal.,14
SIM-2026-0546,1,27-08-2026,primera,7,Iniciada,,7
SIM-2026-0546,1,27-08-2026,segunda,18,Iniciada,,-4
SIM-2026-0549,1,27-08-2026,primera,9,Iniciada,Terreno con problemas de acceso.,11
SIM-2026-0550,6,27-08-2026,primera,66,Avanzada,Obra en progreso normal.,5
SIM-2026-0550,6,27-08-2026,segunda,66,Avanzada,,5
SIM-2025-0551,5,27-08-2026,primera,23,Iniciada,Equipo de trabajo reducido.,-8
SIM-2024-0552,1,27-08-2026,primera,0,Iniciada,,13
SIM-2026-0553,1,27-08-2026,primera,51,Avanzada,,4
SIM-2026-0557,1,27-08-2026,primera,0,Iniciada,,5
SIM-2026-0558,6,27-08-2026,primera,42,Avanzada,,15
SIM-2026-0558,6,27-08-2026,segunda,48,Avanzada,Se verificó avance conforme al cronograma.,9
SIM-2026-0559,4,27-08-2026,primera,0,Iniciada,,10
SIM-2025-0561,1,27-08-2026,primera,54,Avanzada,,5
SIM-2025-0562,1,27-08-2026,primera,10,Iniciada,,-1
SIM-2025-0565,1,27-08-2026,primera,16,Iniciada,Obra paralizada por falta de materiales.,0
SIM-2025-0567,1,27-08-2026,primera,0,Iniciada,Equipo de trabajo reducido.,4
SIM-2025-0567,1,27-08-2026,segunda,0,Iniciada,Obra paralizada por falta de materiales.,9
SIM-2026-0570,5,27-08-2026,primera,73,Avanzada,,-6
SIM-2025-0571,1,27-08-2026,primera,23,Iniciada,,9
SIM-2025-0571,1,27-08-2026,segunda,28,Iniciada,,4
SIM-2025-0574,1,27-08-2026,primera,9,Iniciada,,7
SIM-2025-0574,1,27-08-2026,segunda,12,Iniciada,,4
SIM-2026-0580,4,27-08-2026,primera,21,Iniciada,Equipo de trabajo reducido.,15
SIM-2026-0580,4,27-08-2026,segunda,28,Iniciada,Equipo de trabajo reducido.,8
SIM-2026-0587,5,27-08-2026,primera,30,Iniciada,,-4
SIM-2026-0588,1,27-08-2026,primera,39,Avanzada,,1
SIM-2026-0588,1,27-08-2026,segunda,39,Avanzada,Obra en progreso normal.,8
SIM-2025-0589,5,27-08-2026,primera,4,Iniciada,Obra paralizada por falta de materiales.,1
SIM-2025-0590,3,27-08-2026,primera,20,Iniciada,,-5
SIM-2025-0590,3,27-08-2026,segunda,20,Iniciada,Terreno con problemas de acceso.,2
SIM-2025-0592,5,27-08-2026,primera,0,Iniciada,Sin actividad registrada en visita.,6
SIM-2025-0597,1,27-08-2026,primera,32,Iniciada,,3
SIM-2025-0597,1,27-08-2026,segunda,32,Iniciada,,7
SIM-2026-0598,1,27-08-2026,primera,13,Iniciada,,0
SIM-2025-0604,1,27-08-2026,primera,18,Iniciada,Terreno con problemas de acceso.,-6
SIM-2025-0604,1,27-08-2026,segunda,18,Iniciada,Terreno con problemas de acceso.,1
SIM-2026-0605,4,27-08-2026,primera,61,Avanzada,,4
SIM-2026-0605,4,27-08-2026,segunda,61,Avanzada,Obra en progreso normal.,7
SIM-2026-0606,6,27-08-2026,primera,51,Avanzada,,7
SIM-2026-0607,4,27-08-2026,primera,0,Iniciada,Sin actividad registrada en visita.,15
SIM-2025-0609,1,27-08-2026,primera,47,Avanzada,,2
SIM-2025-0609,1,27-08-2026,segunda,53,Avanzada,Obra en progreso normal.,-4
SIM-2025-0611,1,27-08-2026,primera,39,Avanzada,"Materiales en obra, trabajo activo.",3
SIM-2026-0614,1,27-08-2026,primera,18,Iniciada,,-8
SIM-2025-0616,2,27-08-2026,primera,44,Avanzada,,-5
SIM-2026-0618,1,27-08-2026,primera,43,Avanzada,"Materiales en obra, trabajo activo.",-4
SIM-2026-0620,6,27-08-2026,primera,19,Iniciada,Obra paralizada por falta de materiales.,2
SIM-2026-0621,1,27-08-2026,primera,6,Iniciada,Sin actividad registrada en visita.,-1
SIM-2026-0621,1,27-08-2026,segunda,7,Iniciada,Terreno con problemas de acceso.,-2
SIM-2026-0623,4,27-08-2026,primera,17,Iniciada,,-4
SIM-2025-0625,4,27-08-2026,primera,1,Iniciada,,5
SIM-2024-0626,1,27-08-2026,primera,49,Avanzada,Se verificó avance conforme al cronograma.,7
SIM-2024-0626,1,27-08-2026,segunda,61,Avanzada,,-5
SIM-2026-0627,3,27-08-2026,primera,42,Avanzada,Obra en progreso normal.,14
SIM-2026-0631,2,27-08-2026,primera,65,Avanzada,Obra en progreso normal.,-5
SIM-2025-0634,1,27-08-2026,primera,77,Avanzada,Obra próxima a finalizar.,-5
SIM-2025-0634,1,27-08-2026,segunda,77,Avanzada,"Terminaciones en curso, sin observaciones.",-3
SIM-2025-0635,1,27-08-2026,primera,63,Avanzada,,9
SIM-2025-0636,1,27-08-2026,primera,39,Avanzada,,14
SIM-2025-0636,1,27-08-2026,segunda,49,Avanzada,,4
SIM-2025-0638,1,27-08-2026,primera,26,Iniciada,,-5
SIM-2025-0640,3,27-08-2026,primera,32,Iniciada,Se verificó avance conforme al cronograma.,5
SIM-2026-0641,1,27-08-2026,primera,58,Avanzada,"Materiales en obra, trabajo activo.",-6
SIM-2026-0641,1,27-08-2026,segunda,58,Avanzada,Se verificó avance conforme al cronograma.,10
SIM-2025-0643,1,27-08-2026,primera,50,Avanzada,"Materiales en obra, trabajo activo.",-5
SIM-2026-0646,2,27-08-2026,primera,62,Avanzada,"Materiales en obra, trabajo activo.",2
SIM-2025-0647,1,27-08-2026,primera,68,Avanzada,,-5
SIM-2025-0647,1,27-08-2026,segunda,68,Avanzada,,1
SIM-2024-0649,1,27-08-2026,primera,69,Avanzada,,15
SIM-2026-0650,1,27-08-2026,primera,0,Iniciada,Terreno con problemas de acceso.,5
SIM-2026-0650,1,27-08-2026,segunda,0,Iniciada,Equipo de trabajo reducido.,1
SIM-2026-0654,1,27-08-2026,primera,13,Iniciada,,-2
SIM-2026-0654,1,27-08-2026,segunda,13,Iniciada,Sin actividad registrada en visita.,4
SIM-2026-0657,5,27-08-2026,primera,11,Iniciada,Equipo de trabajo reducido.,10
SIM-2026-0664,1,27-08-2026,primera,22,Iniciada,Obra paralizada por falta de materiales.,11
SIM-2026-0664,1,27-08-2026,segunda,32,Iniciada,,1
SIM-2025-0665,4,27-08-2026,primera,88,Avanzada,Calidad de construcción satisfactoria.,10
SIM-2024-0668,2,27-08-2026,primera,25,Iniciada,Equipo de trabajo reducido.,14
SIM-2026-0670,1,27-08-2026,primera,63,Avanzada,Obra en progreso normal.,13
SIM-2026-0670,1,27-08-2026,segunda,78,Avanzada,,-2
SIM-2025-0671,1,27-08-2026,primera,40,Avanzada,"Materiales en obra, trabajo activo.",14
SIM-2025-0671,1,27-08-2026,segunda,56,Avanzada,Se verificó avance conforme al cronograma.,-2
SIM-2026-0678,2,27-08-2026,primera,28,Iniciada,,15
SIM-2026-0678,2,27-08-2026,segunda,37,Avanzada,Se verificó avance conforme al cronograma.,6
SIM-2026-0680,5,27-08-2026,primera,4,Iniciada,,8
SIM-2025-0681,1,27-08-2026,primera,17,Iniciada,Sin actividad registrada en visita.,12
SIM-2025-0681,1,27-08-2026,segunda,27,Iniciada,Terreno con problemas de acceso.,2
SIM-2026-0683,2,27-08-2026,primera,36,Avanzada,Se verificó avance conforme al cronograma.,0
SIM-2026-0683,2,27-08-2026,segunda,40,Avanzada,,-4
SIM-2025-0684,4,27-08-2026,primera,2,Iniciada,Terreno con problemas de acceso.,-2
SIM-2025-0684,4,27-08-2026,segunda,2,Iniciada,Obra paralizada por falta de materiales.,3
SIM-2025-0685,1,27-08-2026,primera,34,Iniciada,Se verificó avance conforme al cronograma.,8
SIM-2025-0685,1,27-08-2026,segunda,40,Avanzada,"Materiales en obra, trabajo activo.",2
SIM-2025-0687,6,27-08-2026,primera,0,Iniciada,,7
SIM-2025-0687,6,27-08-2026,segunda,0,Iniciada,Equipo de trabajo reducido.,10
SIM-2025-0690,1,27-08-2026,primera,82,Avanzada,,-1
SIM-2025-0690,1,27-08-2026,segunda,82,Avanzada,Calidad de construcción satisfactoria.,-1
SIM-2026-0693,1,27-08-2026,primera,31,Iniciada,,0
SIM-2026-0693,1,27-08-2026,segunda,31,Iniciada,,4
SIM-2026-0695,1,27-08-2026,primera,0,Iniciada,,10
SIM-2026-0695,1,27-08-2026,segunda,5,Iniciada,Equipo de trabajo reducido.,4
SIM-2025-0696,1,27-08-2026,primera,0,Iniciada,,13
SIM-2025-0699,1,27-08-2026,primera,76,Avanzada,,8
SIM-2026-0701,1,27-08-2026,primera,43,Avanzada,"Materiales en obra, trabajo activo.",-8
SIM-2026-0702,1,27-08-2026,primera,0,Iniciada,Equipo de trabajo reducido.,2
SIM-2026-0702,1,27-08-2026,segunda,0,Iniciada,,4
SIM-2025-0708,4,27-08-2026,primera,49,Avanzada,,14
SIM-2026-0709,1,27-08-2026,primera,15,Iniciada,,13
SIM-2025-0711,1,27-08-2026,primera,65,Avanzada,"Materiales en obra, trabajo activo.",-5
SIM-2025-0711,1,27-08-2026,segunda,65,Avanzada,Se verificó avance conforme al cronograma.,2
SIM-2025-0713,3,27-08-2026,primera,32,Iniciada,,-1
SIM-2025-0714,1,27-08-2026,primera,9,Iniciada,Obra paralizada por falta de materiales.,9
SIM-2025-0714,1,27-08-2026,segunda,19,Iniciada,Obra paralizada por falta de materiales.,-1
SIM-2025-0716,1,27-08-2026,primera,74,Avanzada,,5
SIM-2026-0717,1,27-08-2026,primera,8,Iniciada,Equipo de trabajo reducido.,9
SIM-2026-0717,1,27-08-2026,segunda,16,Iniciada,Obra paralizada por falta de materiales.,1
SIM-2025-0719,4,27-08-2026,primera,25,Iniciada,,-8
SIM-2025-0719,4,27-08-2026,segunda,25,Iniciada,,3
SIM-2026-0721,1,27-08-2026,primera,39,Avanzada,Obra en progreso normal.,-6
SIM-2026-0722,1,27-08-2026,primera,23,Iniciada,,0
SIM-2026-0722,1,27-08-2026,segunda,23,Iniciada,Terreno con problemas de acceso.,2
SIM-2026-0724,4,27-08-2026,primera,0,Iniciada,,13
SIM-2026-0727,2,27-08-2026,primera,14,Iniciada,,-2
SIM-2026-0729,1,27-08-2026,primera,5,Iniciada,,8
SIM-2026-0731,1,27-08-2026,primera,18,Iniciada,,5
SIM-2025-0736,1,27-08-2026,primera,44,Avanzada,,9
SIM-2025-0736,1,27-08-2026,segunda,55,Avanzada,,-2
SIM-2026-0737,6,27-08-2026,primera,32,Iniciada,Obra en progreso normal.,13
SIM-2025-0738,1,27-08-2026,primera,47,Avanzada,,-7
SIM-2025-0738,1,27-08-2026,segunda,47,Avanzada,Se verificó avance conforme al cronograma.,1
SIM-2026-0739,1,27-08-2026,primera,0,Iniciada,Equipo de trabajo reducido.,13
SIM-2026-0739,1,27-08-2026,segunda,3,Iniciada,Terreno con problemas de acceso.,1
SIM-2026-0741,6,27-08-2026,primera,85,Avanzada,Obra próxima a finalizar.,5
SIM-2026-0744,3,27-08-2026,primera,18,Iniciada,Terreno con problemas de acceso.,4
SIM-2026-0744,3,27-08-2026,segunda,22,Iniciada,,0
SIM-2026-0745,1,27-08-2026,primera,81,Avanzada,Obra próxima a finalizar.,-5
SIM-2026-0745,1,27-08-2026,segunda,81,Avanzada,"Terminaciones en curso, sin observaciones.",-1
SIM-2026-0746,1,27-08-2026,primera,22,Iniciada,Terreno con problemas de acceso.,-3
SIM-2025-0747,1,27-08-2026,primera,16,Iniciada,,11
SIM-2025-0747,1,27-08-2026,segunda,18,Iniciada,Sin actividad registrada en visita.,9
SIM-2026-0748,1,27-08-2026,primera,42,Avanzada,,0
SIM-2026-0751,1,27-08-2026,primera,75,Avanzada,"Terminaciones en curso, sin observaciones.",-2
SIM-2026-0752,1,27-08-2026,primera,25,Iniciada,,-6
SIM-2026-0752,1,27-08-2026,segunda,25,Iniciada,,-1
SIM-2025-0753,3,27-08-2026,primera,0,Iniciada,,14
SIM-2025-0759,1,27-08-2026,primera,0,Iniciada,,12
SIM-2025-0763,1,27-08-2026,primera,0,Iniciada,Equipo de trabajo reducido.,8
SIM-2026-0766,3,27-08-2026,primera,22,Iniciada,,-7
SIM-2025-0770,2,27-08-2026,primera,52,Avanzada,"Materiales en obra, trabajo activo.",9
SIM-2026-0771,3,27-08-2026,primera,17,Iniciada,,2
SIM-2025-0772,1,27-08-2026,primera,19,Iniciada,,7
SIM-2025-0772,1,27-08-2026,segunda,24,Iniciada,,2
SIM-2025-0775,5,27-08-2026,primera,22,Iniciada,,-4
SIM-2025-0776,6,27-08-2026,primera,20,Iniciada,Terreno con problemas de acceso.,9
SIM-2025-0776,6,27-08-2026,segunda,26,Iniciada,,3
SIM-2025-0777,1,27-08-2026,primera,12,Iniciada,,-7
SIM-2025-0781,1,27-08-2026,primera,46,Avanzada,"Materiales en obra, trabajo activo.",14
SIM-2025-0781,1,27-08-2026,segunda,55,Avanzada,"Materiales en obra, trabajo activo.",5
SIM-2025-0782,1,27-08-2026,primera,28,Iniciada,Equipo de trabajo reducido.,10
SIM-2025-0782,1,27-08-2026,segunda,40,Avanzada,"Materiales en obra, trabajo activo.",-2
SIM-2026-0783,1,27-08-2026,primera,19,Iniciada,,-7
SIM-2026-0784,1,27-08-2026,primera,12,Iniciada,Terreno con problemas de acceso.,15
SIM-2026-0784,1,27-08-2026,segunda,29,Iniciada,,-2
SIM-2024-0785,4,27-08-2026,primera,49,Avanzada,,1
SIM-2024-0785,4,27-08-2026,segunda,53,Avanzada,,-3
SIM-2026-0786,4,27-08-2026,primera,64,Avanzada,,13
SIM-2026-0786,4,27-08-2026,segunda,67,Avanzada,,10
SIM-2024-0789,3,27-08-2026,primera,67,Avanzada,,1
SIM-2026-0790,6,27-08-2026,primera,72,Avanzada,"Terminaciones en curso, sin observaciones.",7
SIM-2026-0790,6,27-08-2026,segunda,83,Avanzada,,-4
SIM-2025-0791,2,27-08-2026,primera,5,Iniciada,,0
SIM-2025-0791,2,27-08-2026,segunda,5,Iniciada,Terreno con problemas de acceso.,5
SIM-2026-0794,2,27-08-2026,primera,1,Iniciada,Obra paralizada por falta de materiales.,4
SIM-2026-0794,2,27-08-2026,segunda,6,Iniciada,,-1
SIM-2025-0802,3,27-08-2026,primera,50,Avanzada,Obra en progreso normal.,-7
SIM-2026-0805,6,27-08-2026,primera,24,Iniciada,,-7
SIM-2026-0805,6,27-08-2026,segunda,24,Iniciada,Equipo de trabajo reducido.,10
SIM-2026-0809,1,27-08-2026,primera,53,Avanzada,,11
SIM-2026-0809,1,27-08-2026,segunda,58,Avanzada,,6
SIM-2026-0810,1,27-08-2026,primera,58,Avanzada,,11
SIM-2026-0813,1,27-08-2026,primera,22,Iniciada,Obra paralizada por falta de materiales.,8
SIM-2026-0813,1,27-08-2026,segunda,34,Iniciada,,-4
SIM-2026-0817,3,27-08-2026,primera,23,Iniciada,Obra paralizada por falta de materiales.,8
SIM-2025-0818,6,27-08-2026,primera,40,Avanzada,Se verificó avance conforme al cronograma.,12
SIM-2025-0818,6,27-08-2026,segunda,50,Avanzada,,2
SIM-2025-0820,3,27-08-2026,primera,73,Avanzada,,-2
SIM-2025-0820,3,27-08-2026,segunda,73,Avanzada,Calidad de construcción satisfactoria.,3
SIM-2025-0823,1,27-08-2026,primera,17,Iniciada,Terreno con problemas de acceso.,14
SIM-2025-0826,6,27-08-2026,primera,53,Avanzada,,12
SIM-2025-0828,2,27-08-2026,primera,79,Avanzada,"Terminaciones en curso, sin observaciones.",-3
SIM-2025-0829,2,27-08-2026,primera,53,Avanzada,,15
SIM-2025-0834,2,27-08-2026,primera,58,Avanzada,,1
SIM-2025-0834,2,27-08-2026,segunda,58,Avanzada,,9
SIM-2026-0837,1,27-08-2026,primera,61,Avanzada,,1
SIM-2024-0839,4,27-08-2026,primera,16,Iniciada,,3
SIM-2025-0840,1,27-08-2026,primera,45,Avanzada,,4
SIM-2026-0841,1,27-08-2026,primera,0,Iniciada,,9
SIM-2026-0841,1,27-08-2026,segunda,12,Iniciada,,-5
SIM-2026-0842,4,27-08-2026,primera,30,Iniciada,Se verificó avance conforme al cronograma.,1
SIM-2026-0843,1,27-08-2026,primera,51,Avanzada,,8
SIM-2026-0846,4,27-08-2026,primera,22,Iniciada,Equipo de trabajo reducido.,3
SIM-2025-0850,3,27-08-2026,primera,66,Avanzada,,15
SIM-2026-0852,1,27-08-2026,primera,0,Iniciada,Terreno con problemas de acceso.,14
SIM-2026-0853,5,27-08-2026,primera,89,Avanzada,Obra próxima a finalizar.,1
SIM-2026-0854,1,27-08-2026,primera,50,Avanzada,"Materiales en obra, trabajo activo.",3
SIM-2026-0854,1,27-08-2026,segunda,50,Avanzada,,5
SIM-2025-0855,1,27-08-2026,primera,38,Avanzada,Obra en progreso normal.,15
SIM-2024-0857,1,27-08-2026,primera,70,Avanzada,,14
SIM-2024-0857,1,27-08-2026,segunda,86,Avanzada,,-2
SIM-2026-0860,1,27-08-2026,primera,73,Avanzada,Obra próxima a finalizar.,-2
SIM-2025-0861,1,27-08-2026,primera,66,Avanzada,"Materiales en obra, trabajo activo.",-2
SIM-2025-0861,1,27-08-2026,segunda,66,Avanzada,Se verificó avance conforme al cronograma.,2
SIM-2026-0874,1,27-08-2026,primera,19,Iniciada,Terreno con problemas de acceso.,8
SIM-2025-0875,1,27-08-2026,primera,0,Iniciada,,8
SIM-2025-0876,1,27-08-2026,primera,43,Avanzada,,8
SIM-2025-0876,1,27-08-2026,segunda,51,Avanzada,Obra en progreso normal.,0
SIM-2026-0883,5,27-08-2026,primera,68,Avanzada,Se verificó avance conforme al cronograma.,-5
SIM-2026-0884,4,27-08-2026,primera,3,Iniciada,,11
SIM-2026-0884,4,27-08-2026,segunda,7,Iniciada,Sin actividad registrada en visita.,7
SIM-2026-0891,5,27-08-2026,primera,98,Avanzada,,1
SIM-2026-0903,1,27-08-2026,primera,75,Avanzada,"Terminaciones en curso, sin observaciones.",4
SIM-2026-0903,1,27-08-2026,segunda,83,Avanzada,Calidad de construcción satisfactoria.,-4
SIM-2026-0904,2,27-08-2026,primera,69,Avanzada,,-5
SIM-2025-0905,1,27-08-2026,primera,5,Iniciada,,-5
SIM-2025-0905,1,27-08-2026,segunda,5,Iniciada,,7
SIM-2026-0908,2,27-08-2026,primera,56,Avanzada,,-8
SIM-2025-0909,4,27-08-2026,primera,17,Iniciada,,-3
SIM-2025-0909,4,27-08-2026,segunda,17,Iniciada,,1
SIM-2026-0910,2,27-08-2026,primera,44,Avanzada,Se verificó avance conforme al cronograma.,-6
SIM-2026-0910,2,27-08-2026,segunda,44,Avanzada,Se verificó avance conforme al cronograma.,8
SIM-2026-0913,1,27-08-2026,primera,25,Iniciada,Sin actividad registrada en visita.,15
SIM-2026-0914,1,27-08-2026,primera,17,Iniciada,,3
SIM-2025-0915,1,27-08-2026,primera,12,Iniciada,,7
SIM-2025-0915,1,27-08-2026,segunda,23,Iniciada,,-4
SIM-2026-0918,1,27-08-2026,primera,62,Avanzada,Obra en progreso normal.,15
SIM-2025-0926,3,27-08-2026,primera,41,Avanzada,Se verificó avance conforme al cronograma.,-2
SIM-2025-0930,1,27-08-2026,primera,58,Avanzada,"Materiales en obra, trabajo activo.",-8
SIM-2025-0930,1,27-08-2026,segunda,58,Avanzada,,5
SIM-2026-0932,2,27-08-2026,primera,80,Avanzada,,-3
SIM-2026-0932,2,27-08-2026,segunda,80,Avanzada,"Terminaciones en curso, sin observaciones.",5
SIM-2025-0934,1,27-08-2026,primera,75,Avanzada,Obra próxima a finalizar.,-3
SIM-2025-0934,1,27-08-2026,segunda,75,Avanzada,Calidad de construcción satisfactoria.,10
SIM-2025-0935,6,27-08-2026,primera,48,Avanzada,,-4
SIM-2025-0938,1,27-08-2026,primera,47,Avanzada,,1
SIM-2025-0938,1,27-08-2026,segunda,47,Avanzada,"Materiales en obra, trabajo activo.",2
SIM-2025-0939,1,27-08-2026,primera,0,Iniciada,,8
SIM-2024-0940,1,27-08-2026,primera,76,Avanzada,Calidad de construcción satisfactoria.,-1
SIM-2025-0942,4,27-08-2026,primera,68,Avanzada,Obra en progreso normal.,8
SIM-2025-0942,4,27-08-2026,segunda,70,Avanzada,,6
SIM-2026-0945,1,27-08-2026,primera,64,Avanzada,,-5
SIM-2026-0945,1,27-08-2026,segunda,64,Avanzada,,-5
SIM-2025-0946,1,27-08-2026,primera,59,Avanzada,,3
SIM-2025-0946,1,27-08-2026,segunda,65,Avanzada,,-3
SIM-2025-0947,2,27-08-2026,primera,14,Iniciada,,-3
SIM-2025-0949,4,27-08-2026,primera,26,Iniciada,,0
SIM-2025-0949,4,27-08-2026,segunda,26,Iniciada,,8
SIM-2026-0950,1,27-08-2026,primera,39,Avanzada,,4
SIM-2025-0959,2,27-08-2026,primera,0,Iniciada,,11
SIM-2025-0962,4,27-08-2026,primera,28,Iniciada,Terreno con problemas de acceso.,8
SIM-2026-0964,4,27-08-2026,primera,13,Iniciada,Terreno con problemas de acceso.,10
SIM-2025-0965,4,27-08-2026,primera,7,Iniciada,,8
SIM-2026-0968,1,27-08-2026,primera,66,Avanzada,,-3
SIM-2026-0968,1,27-08-2026,segunda,66,Avanzada,Obra en progreso normal.,2
SIM-2024-0969,4,27-08-2026,primera,28,Iniciada,Obra paralizada por falta de materiales.,5
SIM-2024-0969,4,27-08-2026,segunda,38,Avanzada,,-5
SIM-2026-0970,2,27-08-2026,primera,24,Iniciada,,4
SIM-2026-0975,1,27-08-2026,primera,9,Iniciada,Equipo de trabajo reducido.,-2
SIM-2026-0975,1,27-08-2026,segunda,9,Iniciada,Terreno con problemas de acceso.,2
SIM-2025-0977,1,27-08-2026,primera,42,Avanzada,"Materiales en obra, trabajo activo.",8
SIM-2025-0979,4,27-08-2026,primera,18,Iniciada,,1
SIM-2026-0984,4,27-08-2026,primera,59,Avanzada,,-4
SIM-2026-0985,1,27-08-2026,primera,76,Avanzada,,-8
SIM-2026-0986,5,27-08-2026,primera,53,Avanzada,,10
SIM-2025-0988,3,27-08-2026,primera,34,Iniciada,"Materiales en obra, trabajo activo.",13
SIM-2026-0990,1,27-08-2026,primera,25,Iniciada,,5
SIM-2024-0991,5,27-08-2026,primera,9,Iniciada,Sin actividad registrada en visita.,9
SIM-2026-0995,1,27-08-2026,primera,45,Avanzada,,-4
SIM-2026-0996,1,27-08-2026,primera,75,Avanzada,,2
SIM-2024-0998,1,27-08-2026,primera,6,Iniciada,,-2
SIM-2024-0998,1,27-08-2026,segunda,6,Iniciada,Terreno con problemas de acceso.,-1
SIM-2025-1001,3,27-08-2026,primera,22,Iniciada,,-7
SIM-2026-1002,3,27-08-2026,primera,18,Iniciada,Sin actividad registrada en visita.,-1
SIM-2025-1004,1,27-08-2026,primera,20,Iniciada,Sin actividad registrada en visita.,-7
SIM-2025-1004,1,27-08-2026,segunda,20,Iniciada,Equipo de trabajo reducido.,-3
SIM-2025-1006,1,27-08-2026,primera,42,Avanzada,Obra en progreso normal.,-8
SIM-2025-1006,1,27-08-2026,segunda,42,Avanzada,,-4
SIM-2026-1007,4,27-08-2026,primera,16,Iniciada,,1
SIM-2026-1007,4,27-08-2026,segunda,16,Iniciada,Sin actividad registrada en visita.,5
SIM-2026-1009,1,27-08-2026,primera,11,Iniciada,Sin actividad registrada en visita.,8
SIM-2025-1010,2,27-08-2026,primera,70,Avanzada,,-7
SIM-2025-1010,2,27-08-2026,segunda,70,Avanzada,"Terminaciones en curso, sin observaciones.",3
SIM-2025-1011,5,27-08-2026,primera,57,Avanzada,Obra en progreso normal.,11
SIM-2026-1015,1,27-08-2026,primera,10,Iniciada,,5
